cve,product_name
CVE-2017-6784,small_business_rv340_firmware
CVE-2016-1479,ip_phone_8800_series_firmware
CVE-2016-1476,ip_phone_8800_series_firmware
CVE-2016-1430,rv180_vpn_router_firmware
CVE-2016-1429,rv180_vpn_router_firmware
CVE-2016-1419,aironet
CVE-2016-1469,spa500_series_ip_phone_firmware
CVE-2017-9477,dpc3939_firmware
CVE-2017-9478,dpc3939_firmware
CVE-2017-9480,dpc3939_firmware
CVE-2017-9487,dpc3939_firmware
CVE-2017-9484,dpc3939_firmware
CVE-2017-9486,dpc3939_firmware
CVE-2015-6393,nx-os
CVE-2015-6392,nx-os
CVE-2015-0721,nx-os
CVE-2016-6457,nx-os
CVE-2016-6455,asr_5000_software
CVE-2017-3792,telepresence_mcu_software
CVE-2017-3824,ios_xe
CVE-2017-3879,nx-os
CVE-2017-3878,nx-os
CVE-2017-3859,ios_xe
CVE-2017-3882,small_business_rv_router_firmware
CVE-2017-3873,aironet_access_point_firmware
CVE-2017-6634,industrial_ethernet_1000_series_firmware
CVE-2017-6633,unified_computing_system
CVE-2015-6320,aironet_1830i
CVE-2015-6319,wrv200_wireless-g_vpn_router_-_rangebooster
CVE-2016-1302,nexus_92160yc-x
CVE-2016-1361,ios_xr
CVE-2016-1346,telepresence_server_software
CVE-2016-1327,dpc2203
CVE-2016-1325,dpc3939_wireless_residential_voice_gateway
CVE-2016-1312,asa_5500_csc-ssm_firmware
CVE-2015-6313,telepresence_server_software
CVE-2015-6312,telepresence_server_software
CVE-2015-6260,nx-os
CVE-2016-1385,adaptive_security_appliance_software
CVE-2016-1383,web_security_appliance
CVE-2016-1382,web_security_appliance
CVE-2016-1381,web_security_appliance
CVE-2016-1380,web_security_appliance
CVE-2016-1396,rv130w_wireless-n_multifunction_vpn_router
CVE-2016-1395,rv130w_wireless-n_multifunction_vpn_router
CVE-2016-1405,clamav
CVE-2016-1303,500_series_switch_firmware
CVE-2016-1299,300_series_managed_switch_firmware
